Symbol	UlPxChange	YieldRate
sh601106	-0.47017139422	-0.138143182228
sh601111	-0.532404737379	-0.0217399710082
sh601117	-9.77384519028e-05	0.177898674736
sh601118	-0.310097216085	-0.0120483764577
sh601158	-0.255175954245	0.0596455176087
sh601166	-0.0500930757637	-0.0988670612172
sh601168	-0.504130983129	-0.0786140342329
sh601169	-0.170662531284	-0.155861706142
sh601179	-0.524518605529	-0.0694767324454
sh601186	-0.432870264863	-0.0967877959289
sh601216	-0.357948344853	-0.0781393886356
sh601233	-0.15656728027	-0.135169311958
sh601258	-0.599007314525	-0.224126207666
sh601268	-0.442545534081	-0.0868078879783
sh601288	0.0126015425338	-0.25451015257
sh601299	-0.40580418855	-0.276015132347
sh601318	-0.383512787055	-0.181898472623
sh601328	-0.102420493206	-0.158903352818
sh601333	0.0438955329533	-0.162754102764
sh601336	0.0911937377691	-0.0102791089617
sh601369	-0.266469134307	0.0352108922294
sh601377	-0.418878570358	-0.145681341919
sh601390	-0.409795823982	-0.188377817326
sh601398	0.048087234533	-0.161860733718
sh601555	-0.163057324841	-0.0837061882317
sh601558	-0.636111017385	-0.292877707069
sh601566	0.0118203309693	-0.0517348206335
sh601600	-0.372134457895	-0.104532532417
sh601601	-0.145323954172	-0.0511768753012
sh601607	-0.492195776664	-0.0370990220967
sh601618	-0.315343819292	-0.252458231413
sh601628	-0.156200280767	-0.0774201961624
sh601633	-0.0252032520325	-0.109916314691
sh601666	-0.371051415367	-0.0930902384679
sh601668	-0.139653144457	-0.243865802565
sh601669	-0.147916666667	-0.113333542761
sh601688	-0.420070453952	-0.304199142251
sh601699	-0.322967163731	-0.333941295976
sh601717	-0.402643476836	0.093228422062
sh601718	-0.182192717434	-0.0821275356514
sh601766	-0.433518540411	-0.0138059688477
sh601788	-0.295413004589	-0.339992152644
sh601808	-0.427814166199	-0.340367358032
sh601818	-0.252871693079	-0.363576661651
sh601857	-0.103930109165	-0.181686617198
sh601866	-0.457399103139	-0.22462898021
sh601888	-0.142796674225	0.127097352087
sh601898	-0.174960270066	-0.220535693934
sh601899	-0.292248886189	0.125605144625
sh601901	-0.278546712803	-0.144459896126
sh601918	-0.212669960751	-0.240656391661
sh601919	-0.496540563485	-0.188386107248
sh601928	-0.294514767932	-0.0953301927476
sh601933	-0.0357964178961	-0.242618387498
sh601939	0.0303062516879	-0.0591683291862
sh601958	-0.531432119504	-0.043997809234
sh601988	-0.0514141259444	-0.231319038778
sh601989	-0.314628990672	-0.0613205369539
sh601991	-0.142427263329	-0.0404752525589
sh601992	-0.436157513836	0.0772796326823
sh601998	-0.180315151427	-0.23004260542
