2011-01-04 09:35:00	-1.0
2011-01-04 09:40:00	-1.0
2011-01-04 09:45:00	-1.0
2011-01-04 09:50:00	-1.0
2011-01-04 09:55:00	-1.0
2011-01-04 10:00:00	-1.0
2011-01-04 10:05:00	-1.0
2011-01-04 10:10:00	-1.0
2011-01-04 10:15:00	-1.0
2011-01-04 10:20:00	-1.0
2011-01-04 10:25:00	-1.0
2011-01-04 10:30:00	-1.0
2011-01-04 10:35:00	-1.0
2011-01-04 10:40:00	-1.0
2011-01-04 10:45:00	-1.0
2011-01-04 10:50:00	-1.0
2011-01-04 10:55:00	-1.0
2011-01-04 11:00:00	-1.0
2011-01-04 11:05:00	-1.0
2011-01-04 11:10:00	-1.0
2011-01-04 11:15:00	-1.0
2011-01-04 11:20:00	-1.0
2011-01-04 11:25:00	-1.0
2011-01-04 11:30:00	-1.0
2011-01-04 13:05:00	-1.0
2011-01-04 13:10:00	-1.0
2011-01-04 13:15:00	-1.0
2011-01-04 13:20:00	-1.0
2011-01-04 13:25:00	-1.0
2011-01-04 13:30:00	-1.0
2011-01-04 13:35:00	-1.0
2011-01-04 13:40:00	-1.0
2011-01-04 13:45:00	-1.0
2011-01-04 13:50:00	-1.0
2011-01-04 13:55:00	-1.0
2011-01-04 14:00:00	-1.0
2011-01-04 14:05:00	-1.0
2011-01-04 14:10:00	-1.0
2011-01-04 14:15:00	-1.0
2011-01-04 14:20:00	-1.0
2011-01-04 14:25:00	-1.0
2011-01-04 14:30:00	-1.0
2011-01-04 14:35:00	-1.0
2011-01-04 14:40:00	-1.0
2011-01-04 14:45:00	-1.0
2011-01-04 14:50:00	-1.0
2011-01-04 14:55:00	-1.0
2011-01-04 03:00:00	-1.0
2011-01-05 09:35:00	-1.0
2011-01-05 09:40:00	-1.0
2011-01-05 09:45:00	-1.0
2011-01-05 09:50:00	-1.0
2011-01-05 09:55:00	-1.0
2011-01-05 10:00:00	-1.0
2011-01-05 10:05:00	-1.0
2011-01-05 10:10:00	-1.0
2011-01-05 10:15:00	-1.0
2011-01-05 10:20:00	-1.0
2011-01-05 10:25:00	-1.0
2011-01-05 10:30:00	15.9851666667
2011-01-05 10:35:00	15.99
2011-01-05 10:40:00	15.9945
2011-01-05 10:45:00	15.9981666667
2011-01-05 10:50:00	16.0026666667
2011-01-05 10:55:00	16.0073333333
2011-01-05 11:00:00	16.0125
2011-01-05 11:05:00	16.0173333333
2011-01-05 11:10:00	16.0223333333
2011-01-05 11:15:00	16.0265
2011-01-05 11:20:00	16.0275
2011-01-05 11:25:00	16.0255
2011-01-05 11:30:00	16.0243333333
2011-01-05 13:05:00	16.0235
2011-01-05 13:10:00	16.022
2011-01-05 13:15:00	16.0218333333
2011-01-05 13:20:00	16.0215
2011-01-05 13:25:00	16.0213333333
2011-01-05 13:30:00	16.0213333333
2011-01-05 13:35:00	16.021
2011-01-05 13:40:00	16.02
2011-01-05 13:45:00	16.0195
2011-01-05 13:50:00	16.0191666667
2011-01-05 13:55:00	16.0183333333
2011-01-05 14:00:00	16.0158333333
2011-01-05 14:05:00	16.014
2011-01-05 14:10:00	16.0116666667
2011-01-05 14:15:00	16.0093333333
2011-01-05 14:20:00	16.0063333333
2011-01-05 14:25:00	16.0035
2011-01-05 14:30:00	16.0011666667
2011-01-05 14:35:00	15.9993333333
2011-01-05 14:40:00	15.9983333333
2011-01-05 14:45:00	15.9968333333
2011-01-05 14:50:00	15.9956666667
2011-01-05 14:55:00	15.994
2011-01-05 03:00:00	15.9926666667
2011-01-06 09:35:00	15.9908333333
2011-01-06 09:40:00	15.9916666667
2011-01-06 09:45:00	15.9926666667
2011-01-06 09:50:00	15.9928333333
2011-01-06 09:55:00	15.991
2011-01-06 10:00:00	15.99
2011-01-06 10:05:00	15.9883333333
2011-01-06 10:10:00	15.9855
2011-01-06 10:15:00	15.9828333333
2011-01-06 10:20:00	15.9796666667
2011-01-06 10:25:00	15.977
2011-01-06 10:30:00	15.9743333333
2011-01-06 10:35:00	15.9708333333
2011-01-06 10:40:00	15.9663333333
2011-01-06 10:45:00	15.9628333333
2011-01-06 10:50:00	15.9586666667
2011-01-06 10:55:00	15.955
2011-01-06 11:00:00	15.952
2011-01-06 11:05:00	15.9486666667
2011-01-06 11:10:00	15.9453333333
2011-01-06 11:15:00	15.9423333333
2011-01-06 11:20:00	15.9391666667
2011-01-06 11:25:00	15.9358333333
2011-01-06 11:30:00	15.9328333333
2011-01-06 13:05:00	15.9288333333
2011-01-06 13:10:00	15.9251666667
2011-01-06 13:15:00	15.9221666667
2011-01-06 13:20:00	15.919
2011-01-06 13:25:00	15.9161666667
2011-01-06 13:30:00	15.9131666667
2011-01-06 13:35:00	15.9106666667
2011-01-06 13:40:00	15.9076666667
2011-01-06 13:45:00	15.9048333333
2011-01-06 13:50:00	15.9013333333
