2011-05-30 14:20:00	B	1
2011-05-31 10:50:00	S	1
2011-05-31 14:30:00	B	1
2011-06-01 13:35:00	S	1
2011-06-03 11:20:00	B	1
2011-06-07 09:55:00	S	1
2011-06-07 11:00:00	B	1
2011-06-07 13:05:00	S	1
2011-06-07 13:20:00	B	1
2011-06-08 10:10:00	S	1
2011-06-08 14:55:00	B	1
2011-06-09 13:15:00	S	1
2011-06-14 09:35:00	B	1
2011-06-14 03:00:00	S	1
2011-06-17 11:15:00	B	1
2011-06-17 13:35:00	S	1
2011-06-20 14:30:00	B	1
2011-06-22 13:15:00	S	1
2011-06-22 13:55:00	B	1
2011-06-23 09:40:00	S	1
2011-06-23 10:55:00	B	1
2011-06-27 13:50:00	S	1
2011-06-29 09:45:00	B	1
2011-06-29 11:00:00	S	1
2011-06-30 10:45:00	B	1
2011-07-01 10:20:00	S	1
2011-07-01 13:30:00	B	1
2011-07-01 03:00:00	S	1
2011-07-04 09:50:00	B	1
2011-07-05 10:50:00	S	1
2011-07-05 11:00:00	B	1
2011-07-05 13:40:00	S	1
2011-07-07 09:40:00	B	1
2011-07-07 03:00:00	S	1
2011-07-08 09:50:00	B	1
2011-07-08 09:55:00	S	1
2011-07-08 10:20:00	B	1
2011-07-11 10:10:00	S	1
2011-07-13 10:00:00	B	1
2011-07-14 11:25:00	S	1
2011-07-14 14:35:00	B	1
2011-07-15 10:00:00	S	1
2011-07-15 10:30:00	B	1
2011-07-18 11:20:00	S	1
2011-07-20 03:00:00	B	1
2011-07-21 09:45:00	S	1
2011-07-22 10:55:00	B	1
2011-07-22 14:05:00	S	1
2011-07-26 10:25:00	B	1
2011-07-27 10:45:00	S	1
2011-07-27 11:25:00	B	1
2011-07-27 14:35:00	S	1
2011-07-29 09:45:00	B	1
2011-07-29 11:20:00	S	1
2011-07-29 13:40:00	B	1
2011-08-01 14:30:00	S	1
2011-08-02 14:55:00	B	1
2011-08-03 09:45:00	S	1
2011-08-03 10:05:00	B	1
2011-08-03 14:15:00	S	1
2011-08-04 10:00:00	B	1
2011-08-04 13:35:00	S	1
2011-08-09 13:30:00	B	1
2011-08-10 14:40:00	S	1
2011-08-11 10:55:00	B	1
2011-08-15 10:20:00	S	1
2011-08-15 13:05:00	B	1
2011-08-16 14:15:00	S	1
2011-08-22 09:45:00	B	1
2011-08-22 11:05:00	S	1
2011-08-23 10:20:00	B	1
2011-08-24 14:25:00	S	1
2011-08-25 10:30:00	B	1
2011-08-26 13:15:00	S	1
2011-08-26 14:30:00	B	1
2011-08-29 09:45:00	S	1
2011-08-30 10:10:00	B	1
2011-08-30 14:10:00	S	1
2011-08-31 13:55:00	B	1
2011-09-01 14:10:00	S	1
2011-09-01 14:40:00	B	1
2011-09-05 09:35:00	S	1
2011-09-07 09:55:00	B	1
2011-09-08 13:05:00	S	1
2011-09-08 14:05:00	B	1
2011-09-09 13:05:00	S	1
2011-09-13 14:15:00	B	1
2011-09-14 13:05:00	S	1
2011-09-15 09:55:00	B	1
2011-09-19 09:50:00	S	1
2011-09-20 10:15:00	B	1
2011-09-20 14:40:00	S	1
2011-09-21 10:50:00	B	1
2011-09-22 10:05:00	S	1
2011-09-26 09:45:00	B	1
2011-09-26 13:15:00	S	1
2011-09-27 14:15:00	B	1
2011-09-28 10:55:00	S	1
2011-09-29 11:10:00	B	1
2011-09-30 14:55:00	S	1
2011-10-11 09:50:00	B	1
2011-10-11 14:45:00	S	1
2011-10-12 10:25:00	B	1
2011-10-13 14:15:00	S	1
2011-10-13 03:00:00	B	1
2011-10-14 10:15:00	S	1
2011-10-14 14:40:00	B	1
2011-10-18 09:40:00	S	1
2011-10-19 11:15:00	B	1
2011-10-19 13:40:00	S	1
2011-10-19 13:50:00	B	1
2011-10-19 14:35:00	S	1
2011-10-21 10:10:00	B	1
2011-10-25 14:30:00	S	1
2011-10-25 14:35:00	B	1
2011-10-27 10:50:00	S	1
2011-10-28 09:45:00	B	1
2011-10-31 10:15:00	S	1
2011-11-01 10:10:00	B	1
2011-11-01 13:35:00	S	1
2011-11-02 13:55:00	B	1
2011-11-03 14:00:00	S	1
2011-11-04 13:25:00	B	1
2011-11-07 09:40:00	S	1
2011-11-08 10:25:00	B	1
2011-11-08 13:50:00	S	1
2011-11-09 09:45:00	B	1
2011-11-09 11:25:00	S	1
2011-11-09 14:05:00	B	1
2011-11-10 10:20:00	S	1
2011-11-10 13:10:00	B	1
2011-11-11 09:40:00	S	1
2011-11-14 10:30:00	B	1
2011-11-15 09:50:00	S	1
2011-11-22 09:55:00	B	1
2011-11-23 10:30:00	S	1
2011-11-24 13:15:00	B	1
2011-11-25 11:00:00	S	1
2011-11-25 14:15:00	B	1
2011-11-25 14:55:00	S	1
2011-11-28 09:40:00	B	1
2011-11-28 13:55:00	S	1
2011-11-29 09:50:00	B	1
2011-11-30 10:05:00	S	1
2011-12-01 09:50:00	B	1
2011-12-01 14:55:00	S	1
2011-12-02 14:15:00	B	1
2011-12-05 09:55:00	S	1
2011-12-05 10:45:00	B	1
2011-12-08 09:55:00	S	1
2011-12-08 13:20:00	B	1
2011-12-08 14:10:00	S	1
2011-12-12 11:20:00	B	1
2011-12-13 09:45:00	S	1
2011-12-13 10:45:00	B	1
2011-12-13 13:15:00	S	1
2011-12-16 14:25:00	B	1
2011-12-19 10:20:00	S	1
2011-12-19 10:30:00	B	1
2011-12-19 10:50:00	S	1
2011-12-19 14:00:00	B	1
2011-12-20 14:45:00	S	1
2011-12-21 10:00:00	B	1
2011-12-21 14:45:00	S	1
2011-12-22 14:05:00	B	1
2011-12-23 14:00:00	S	1
2011-12-26 14:00:00	B	1
2011-12-27 14:30:00	S	1
2011-12-29 10:55:00	B	1
2011-12-29 14:00:00	S	1
2011-12-29 14:40:00	B	1
