证券代码	时间	红股(10送)	配股(10配)	配股价	红利(10送)
SZ000697	19991202	0.0000	2.0000	12.0000	0.0000
SZ000697	19981029	5.0000	0.0000	0.0000	0.0000
SZ000697	19970819	8.0000	0.0000	0.0000	0.0000
SZ000698	20090603	3.0000	0.0000	0.0000	0.6000
SZ000698	20060322	3.5000	0.0000	0.0000	0.0000
SZ000698	20050831	0.0000	0.0000	0.0000	0.5000
SZ000698	20010531	0.0000	0.0000	0.0000	0.7500
SZ000698	19990625	6.0000	0.0000	0.0000	0.0000
SZ000698	19980908	0.0000	3.0000	6.8000	0.0000
SZ000700	20110721	0.0000	0.0000	0.0000	0.1000
SZ000700	20090717	0.0000	0.0000	0.0000	0.3000
SZ000700	20070710	0.0000	0.0000	0.0000	0.5000
SZ000700	20060801	0.0000	0.0000	0.0000	0.2000
SZ000700	20060210	3.5000	0.0000	0.0000	0.0000
SZ000700	20050728	0.0000	0.0000	0.0000	1.8000
SZ000700	20040818	0.0000	0.0000	0.0000	1.8000
SZ000700	20030430	10.0000	0.0000	0.0000	2.0000
SZ000700	20020906	0.0000	0.0000	0.0000	1.0000
SZ000700	20020621	0.0000	0.0000	0.0000	1.2000
SZ000700	20011023	0.0000	0.0000	0.0000	2.0000
SZ000700	20010613	0.0000	0.0000	0.0000	3.0000
SZ000700	19990930	0.0000	3.0000	8.0000	0.0000
SZ000700	19990831	0.0000	0.0000	0.0000	2.0000
SZ000700	19980803	0.0000	0.0000	0.0000	2.0000
SZ000700	19970514	10.0000	0.0000	0.0000	0.0000
SZ000701	20120620	0.0000	0.0000	0.0000	0.6000
SZ000701	20110622	0.0000	0.0000	0.0000	1.5000
SZ000701	20080714	0.0000	0.0000	0.0000	1.0000
SZ000701	20060728	5.0000	0.0000	0.0000	0.0000
SZ000701	20050722	0.0000	0.0000	0.0000	2.0000
SZ000701	19980706	0.0000	0.0000	0.0000	3.5000
SZ000702	20060329	2.8000	0.0000	0.0000	0.0000
SZ000702	20040618	0.0000	0.0000	0.0000	0.7000
SZ000702	20030623	0.0000	0.0000	0.0000	1.2000
SZ000702	20020624	0.0000	0.0000	0.0000	1.5000
SZ000702	20010301	8.0000	0.0000	0.0000	0.0000
SZ000702	20000919	0.0000	0.0000	0.0000	1.0000
SZ000702	20000522	0.0000	3.0000	12.0000	0.0000
SZ000702	19990623	0.0000	0.0000	0.0000	4.0000
SZ000703	20120327	10.0000	0.0000	0.0000	10.0000
SZ000703	20070330	3.5000	0.0000	0.0000	0.3500
SZ000703	20061124	2.7000	0.0000	0.0000	0.0000
SZ000703	20010704	0.0000	0.0000	0.0000	1.0000
SZ000703	19970707	3.0000	0.0000	0.0000	0.0000
SZ000705	20100528	0.0000	0.0000	0.0000	0.7000
SZ000705	20090626	0.0000	0.0000	0.0000	0.5000
SZ000705	20080819	0.0000	0.0000	0.0000	0.4000
SZ000705	20070622	0.0000	0.0000	0.0000	0.4000
SZ000705	20060710	2.0000	0.0000	0.0000	0.0000
SZ000705	20060427	0.0000	0.0000	0.0000	1.0000
SZ000705	20020823	0.0000	0.0000	0.0000	0.5000
SZ000705	20010712	0.0000	0.0000	0.0000	1.0000
SZ000705	20001211	0.0000	3.0000	8.0000	0.0000
SZ000705	19990621	0.0000	0.0000	0.0000	1.5000
SZ000705	19970801	8.0000	0.0000	0.0000	0.0000
SZ000707	20120821	0.0000	0.0000	0.0000	1.0000
SZ000707	20110624	0.0000	0.0000	0.0000	0.5000
SZ000707	20060608	2.8000	0.0000	0.0000	0.0000
SZ000707	20010529	5.2090	0.0000	0.0000	1.3020
SZ000707	20010302	0.0000	3.0000	8.5000	0.0000
SZ000707	19980618	0.0000	2.1430	10.0000	0.0000
SZ000707	19980525	4.0000	0.0000	0.0000	0.0000
SZ000708	20120621	0.0000	0.0000	0.0000	4.0000
SZ000708	20110602	0.0000	0.0000	0.0000	5.0000
SZ000708	20100611	0.0000	0.0000	0.0000	1.5000
SZ000708	20090605	0.0000	0.0000	0.0000	1.0000
SZ000708	20080522	0.0000	0.0000	0.0000	2.0000
SZ000708	20020621	0.0000	0.0000	0.0000	0.1500
SZ000708	19980623	0.0000	2.0000	5.0000	0.0000
SZ000708	19970815	5.0000	0.0000	0.0000	0.0000
SZ000709	20120608	0.0000	0.0000	0.0000	0.3000
SZ000709	20100729	0.0000	0.0000	0.0000	1.0000
SZ000709	20080728	6.0000	0.0000	0.0000	4.2500
SZ000709	20070629	0.0000	0.0000	0.0000	3.5000
SZ000709	20060623	0.0000	0.0000	0.0000	3.5000
SZ000709	20051221	5.5000	0.0000	0.0000	0.0000
SZ000709	20050519	0.0000	0.0000	0.0000	5.0000
SZ000709	20040621	0.0000	0.0000	0.0000	3.5000
SZ000709	20030619	3.0000	0.0000	0.0000	2.5000
SZ000709	20020717	0.0000	0.0000	0.0000	3.5000
SZ000709	20010702	0.0000	0.0000	0.0000	3.5000
SZ000709	20000609	6.0000	0.0000	0.0000	0.0000
SZ000709	19991209	0.0000	3.0000	8.5800	0.0000
SZ000709	19990716	0.0000	0.0000	0.0000	6.0000
SZ000710	20060901	3.8000	0.0000	0.0000	0.0000
SZ000710	20010525	4.0000	0.0000	0.0000	1.5000
SZ000710	19980217	8.0000	0.0000	0.0000	0.0000
SZ000711	20120524	5.0000	0.0000	0.0000	0.0000
SZ000711	20110512	0.0000	0.0000	0.0000	0.2000
SZ000711	20080527	0.0000	0.0000	0.0000	0.2000
SZ000711	20060407	3.0000	0.0000	0.0000	0.0000
SZ000711	20050524	0.0000	0.0000	0.0000	0.5000
SZ000711	20040713	0.0000	0.0000	0.0000	0.3000
SZ000711	20030718	0.0000	0.0000	0.0000	0.3000
SZ000711	20020423	0.0000	0.0000	0.0000	0.3000
SZ000711	20010425	0.0000	0.0000	0.0000	0.4000
SZ000711	19990923	0.0000	2.0000	7.0000	0.0000
SZ000711	19990701	5.0000	0.0000	0.0000	0.0000
SZ000711	19970731	3.0000	0.0000	0.0000	0.0000
SZ000712	20090819	0.0000	0.0000	0.0000	0.5000
SZ000712	20071008	10.0000	0.0000	0.0000	0.0000
SZ000712	20060327	3.3000	0.0000	0.0000	0.0000
SZ000712	20050729	0.0000	0.0000	0.0000	0.5000
SZ000712	20040723	0.0000	0.0000	0.0000	0.5000
SZ000712	20030808	0.0000	0.0000	0.0000	0.7000
SZ000712	20020719	0.0000	0.0000	0.0000	0.7000
SZ000712	19990528	2.0000	0.0000	0.0000	0.0000
SZ000712	19971119	9.0000	0.0000	0.0000	0.0000
SZ000713	20120615	0.0000	0.0000	0.0000	0.3000
SZ000713	20110624	0.0000	0.0000	0.0000	0.5000
SZ000713	20100421	2.0000	0.0000	0.0000	0.0000
SZ000713	20090622	0.0000	0.0000	0.0000	0.3000
SZ000713	20080711	0.0000	0.0000	0.0000	0.3000
SZ000713	20070620	0.0000	0.0000	0.0000	0.3000
SZ000713	20060731	0.0000	0.0000	0.0000	0.3000
SZ000713	20060214	3.3000	0.0000	0.0000	0.0000
SZ000713	20050728	0.0000	0.0000	0.0000	0.5000
SZ000713	20010608	0.0000	0.0000	0.0000	2.0000
SZ000713	20000526	8.0000	0.0000	0.0000	3.0000
SZ000713	19990902	0.0000	3.0000	9.3000	0.0000
SZ000713	19990512	0.0000	0.0000	0.0000	5.0000
SZ000713	19981229	0.0000	0.0000	0.0000	1.0000
SZ000715	20120615	0.0000	0.0000	0.0000	0.7000
SZ000715	20110609	0.0000	0.0000	0.0000	1.0000
SZ000715	20100702	0.0000	0.0000	0.0000	0.7000
SZ000715	20090729	0.0000	0.0000	0.0000	0.5000
SZ000715	20080627	0.0000	0.0000	0.0000	0.5000
SZ000715	20070608	3.0000	0.0000	0.0000	1.0000
SZ000715	20060818	3.0000	0.0000	0.0000	0.0000
SZ000715	20060601	0.0000	0.0000	0.0000	0.7000
SZ000715	20050621	0.0000	0.0000	0.0000	1.4000
SZ000715	20040609	0.0000	0.0000	0.0000	1.1000
SZ000715	20030623	0.0000	0.0000	0.0000	0.7700
SZ000715	20020613	0.0000	0.0000	0.0000	0.7700
SZ000715	19990914	0.0000	1.8750	6.0000	0.0000
SZ000715	19980616	6.0000	0.0000	0.0000	0.0000
SZ000716	20061127	1.0000	0.0000	0.0000	0.0000
SZ000716	20020626	3.0000	0.0000	0.0000	0.5000
SZ000716	19990714	0.0000	3.0000	7.0000	0.0000
SZ000716	19970717	2.0000	0.0000	0.0000	0.0000
SZ000717	20080617	0.0000	0.0000	0.0000	0.5000
SZ000717	20070628	0.0000	0.0000	0.0000	0.5000
SZ000717	20060630	0.0000	0.0000	0.0000	0.5000
SZ000717	20050818	3.5000	0.0000	0.0000	0.0000
SZ000717	20050720	6.0000	0.0000	0.0000	2.0000
SZ000717	20040618	0.0000	0.0000	0.0000	3.0000
SZ000717	20030917	5.0000	0.0000	0.0000	3.0000
SZ000717	20020530	0.0000	0.0000	0.0000	4.0000
SZ000717	20010622	0.0000	0.0000	0.0000	2.0000
SZ000717	20000616	0.0000	3.0000	6.5000	0.0000
SZ000717	20000420	0.0000	0.0000	0.0000	2.0000
SZ000717	19990720	0.0000	0.0000	0.0000	2.0000
SZ000717	19981120	0.0000	0.0000	0.0000	3.0770
SZ000717	19980702	0.0000	3.0000	8.5000	0.0000
SZ000718	20110705	2.0000	0.0000	0.0000	1.2000
SZ000718	20100604	0.0000	0.0000	0.0000	0.5000
SZ000718	20090605	2.0000	0.0000	0.0000	0.2000
SZ000718	20080917	9.0000	0.0000	0.0000	1.0000
SZ000718	20010703	0.0000	0.0000	0.0000	0.8000
SZ000718	20001208	0.0000	3.0000	5.0000	0.0000
SZ000718	19980622	3.0000	0.0000	0.0000	0.0000
SZ000718	19970731	2.0000	0.0000	0.0000	0.0000
SZ000719	20030711	0.0000	0.0000	0.0000	0.5000
SZ000719	20010518	6.0000	0.0000	0.0000	0.1000
SZ000719	20001201	0.0000	3.0000	10.0000	0.0000
SZ000719	19980827	0.0000	2.3070	6.8000	0.0000
SZ000719	19980513	3.0000	0.0000	0.0000	0.0000
SZ000720	20060607	2.8000	0.0000	0.0000	0.0000
SZ000720	20040611	8.0000	0.0000	0.0000	0.5000
SZ000720	20021016	5.0000	0.0000	0.0000	0.7500
SZ000720	20020809	0.0000	0.0000	0.0000	1.0000
SZ000720	20010618	0.0000	0.0000	0.0000	1.0000
SZ000720	19990913	0.0000	2.0000	10.0000	0.0000
SZ000720	19990531	5.0000	0.0000	0.0000	0.0000
SZ000720	19980714	0.0000	0.0000	0.0000	2.0000
SZ000720	19970926	3.0000	0.0000	0.0000	0.0000
SZ000721	20120710	0.0000	0.0000	0.0000	0.3000
SZ000721	20100727	0.0000	0.0000	0.0000	1.5000
SZ000721	20070305	4.5000	0.0000	0.0000	0.0000
SZ000721	20060711	0.0000	0.0000	0.0000	0.6000
SZ000721	20030710	5.0000	0.0000	0.0000	0.6000
SZ000721	20020717	0.0000	0.0000	0.0000	1.0000
SZ000721	19990727	0.0000	0.0000	0.0000	1.6000
SZ000722	20060413	3.0000	0.0000	0.0000	0.0000
SZ000722	20020923	0.0000	3.0000	7.8000	0.0000
SZ000722	20020709	0.0000	0.0000	0.0000	1.0000
SZ000722	20000522	2.0000	0.0000	0.0000	0.2000
SZ000722	19991029	0.0000	6.0000	8.6000	0.0000
SZ000722	19970819	10.0000	0.0000	0.0000	0.0000
SZ000723	20100701	0.0000	0.0000	0.0000	1.1000
SZ000723	20070905	0.8000	0.0000	0.0000	0.0000
SZ000723	20070904	0.8000	0.0000	0.0000	0.0000
SZ000723	19991102	0.0000	2.0000	6.3500	0.0000
SZ000723	19990519	5.0000	0.0000	0.0000	0.0000
SZ000723	19981113	0.0000	0.0000	0.0000	2.0000
SZ000725	20110620	2.0000	0.0000	0.0000	0.0000
SZ000725	20051130	4.2000	0.0000	0.0000	0.0000
SZ000725	20050719	5.0000	0.0000	0.0000	0.0000
SZ000725	20050628	5.0000	0.0000	0.0000	0.2000
SZ000725	20040609	5.0000	0.0000	0.0000	0.1000
SZ000725	20030610	2.0000	0.0000	0.0000	0.0000
SZ000725	20020722	0.0000	0.0000	0.0000	0.5000
SZ000725	20010813	0.0000	0.0000	0.0000	1.0000
SZ000726	20120627	0.0000	0.0000	0.0000	2.8000
SZ000726	20110602	0.0000	0.0000	0.0000	2.5000
SZ000726	20100701	0.0000	0.0000	0.0000	2.5000
SZ000726	20090625	0.0000	0.0000	0.0000	2.0000
SZ000726	20080507	0.0000	0.0000	0.0000	2.2220
SZ000726	20070619	10.0000	0.0000	0.0000	3.7180
SZ000726	20060713	0.0000	0.0000	0.0000	3.0000
SZ000726	20060612	0.7000	0.0000	0.0000	0.0000
SZ000726	20050715	0.0000	0.0000	0.0000	3.7500
SZ000726	20040528	0.0000	0.0000	0.0000	3.7500
SZ000726	20030520	2.0000	0.0000	0.0000	3.0000
SZ000726	20020708	3.0000	0.0000	0.0000	3.1800
SZ000726	20010524	3.0000	0.0000	0.0000	0.3700
SZ000727	20060509	3.2000	0.0000	0.0000	0.0000
SZ000727	20050805	0.0000	0.0000	0.0000	0.5000
SZ000727	20030530	0.0000	0.0000	0.0000	0.8000
SZ000727	20020415	0.0000	0.0000	0.0000	1.0000
SZ000727	20010516	0.0000	0.0000	0.0000	1.0000
SZ000727	20000920	3.0000	0.0000	0.0000	0.0000
SZ000727	20000511	0.0000	0.0000	0.0000	1.0000
SZ000727	19990728	0.0000	3.0000	7.8000	0.0000
SZ000727	19970930	5.0000	0.0000	0.0000	0.0000
SZ000728	20120426	0.0000	0.0000	0.0000	1.0000
SZ000728	20110429	0.0000	0.0000	0.0000	3.0000
SZ000728	20100412	0.0000	0.0000	0.0000	5.0000
SZ000728	20090508	0.0000	0.0000	0.0000	1.8000
SZ000728	20080409	0.0000	0.0000	0.0000	5.0000
SZ000728	20071030	2.0000	0.0000	0.0000	0.0000
SZ000728	20000719	0.0000	0.0000	0.0000	1.0000
SZ000728	19990628	0.0000	0.0000	0.0000	1.0000
SZ000728	19980909	0.0000	3.0000	5.0000	0.0000
SZ000729	20120607	10.0000	0.0000	0.0000	2.1000
SZ000729	20110531	0.0000	0.0000	0.0000	2.0000
SZ000729	20100519	0.0000	0.0000	0.0000	1.6000
SZ000729	20090710	0.0000	0.0000	0.0000	1.5000
SZ000729	20080514	0.0000	0.0000	0.0000	1.5000
SZ000729	20070626	0.0000	0.0000	0.0000	1.3000
SZ000729	20060529	0.0000	0.0000	0.0000	1.5000
SZ000729	20060516	2.7000	0.0000	0.0000	0.0000
SZ000729	20050413	5.0000	0.0000	0.0000	0.6000
SZ000729	20040519	0.0000	0.0000	0.0000	1.8000
SZ000729	20030723	0.0000	0.0000	0.0000	1.2000
SZ000729	20020509	0.0000	0.0000	0.0000	2.0000
SZ000729	20010618	0.0000	0.0000	0.0000	2.0000
SZ000729	20000605	0.0000	3.0000	9.3000	0.0000
SZ000729	20000427	0.0000	0.0000	0.0000	2.0000
SZ000729	19990604	0.0000	0.0000	0.0000	2.0000
SZ000729	19980924	0.0000	2.0000	9.2000	0.0000
SZ000729	19980422	5.0000	0.0000	0.0000	0.0000
SZ000731	20120518	0.0000	0.0000	0.0000	2.0000
SZ000731	20110513	0.0000	0.0000	0.0000	1.0000
SZ000731	20100420	0.0000	0.0000	0.0000	0.7000
SZ000731	20090511	0.0000	0.0000	0.0000	1.5000
SZ000731	20080312	6.0000	0.0000	0.0000	0.0000
SZ000731	20070323	6.6000	0.0000	0.0000	0.0000
SZ000731	20070312	0.0000	0.0000	0.0000	6.0000
SZ000731	20060725	0.0000	0.0000	0.0000	4.8000
SZ000731	20050617	0.0000	0.0000	0.0000	4.5000
SZ000731	20040519	0.0000	0.0000	0.0000	3.5000
SZ000731	20030519	0.0000	0.0000	0.0000	2.0000
SZ000731	20020606	0.0000	0.0000	0.0000	2.0000
SZ000731	20020325	0.0000	3.0000	6.0200	0.0000
SZ000731	20010424	0.0000	0.0000	0.0000	1.0000
SZ000731	20000511	10.0000	0.0000	0.0000	0.2500
SZ000731	19990817	0.0000	2.3080	9.0000	0.0000
SZ000731	19980429	3.0000	0.0000	0.0000	0.0000
SZ000731	19970916	0.0000	0.0000	0.0000	2.0000
SZ000732	20030604	3.0000	0.0000	0.0000	0.0000
SZ000732	20021021	0.0000	0.0000	0.0000	1.0000
SZ000732	20000316	0.0000	2.7270	5.8000	0.0000
SZ000732	19991028	0.0000	0.0000	0.0000	3.0000
SZ000732	19980525	1.0000	0.0000	0.0000	2.0000
SZ000733	20120801	0.0000	0.0000	0.0000	0.4000
SZ000733	20070704	0.0000	0.0000	0.0000	1.0000
SZ000733	20060717	2.8500	0.0000	0.0000	0.0000
SZ000733	20020619	0.0000	0.0000	0.0000	1.0000
SZ000733	20010703	0.0000	0.0000	0.0000	2.0000
SZ000733	19990317	0.0000	1.8750	8.8000	0.0000
SZ000733	19980622	6.0000	0.0000	0.0000	0.0000
SZ000735	20060418	9.0000	0.0000	0.0000	0.0000
SZ000735	20000907	7.0000	0.0000	0.0000	0.5000
SZ000735	19990608	7.0000	0.0000	0.0000	0.7000
SZ000735	19990119	0.0000	3.0000	8.0000	0.0000
SZ000736	20100429	0.1335	0.0000	0.0000	0.0000
SZ000736	20090417	0.3346	0.0000	0.0000	0.0000
SZ000736	20081205	4.9410	0.0000	0.0000	0.0000
SZ000736	20020827	0.0000	0.0000	0.0000	0.5000
SZ000736	20001107	0.0000	3.0000	15.0000	0.0000
SZ000736	19990830	0.0000	0.0000	0.0000	4.0000
SZ000737	20070521	2.0000	0.0000	0.0000	0.0000
SZ000737	20060428	3.5000	0.0000	0.0000	0.0000
SZ000737	20020710	0.0000	0.0000	0.0000	1.0000
SZ000737	20010607	0.0000	0.0000	0.0000	2.0000
SZ000737	20000801	0.0000	3.0000	7.5000	0.0000
SZ000737	19990521	10.0000	0.0000	0.0000	3.8000
SZ000737	19980625	0.0000	3.0000	8.5000	0.0000
SZ000738	20060421	3.5000	0.0000	0.0000	0.0000
SZ000738	19991130	0.0000	2.3080	4.9000	0.0000
SZ000738	19980814	3.0000	0.0000	0.0000	0.0000
SZ000739	20110719	0.0000	0.0000	0.0000	0.2000
SZ000739	20100716	0.0000	0.0000	0.0000	0.2000
SZ000739	20090615	0.0000	0.0000	0.0000	0.2000
SZ000739	20070705	5.0000	0.0000	0.0000	0.5000
SZ000739	20060530	0.0000	0.0000	0.0000	0.5000
SZ000739	20060215	2.5000	0.0000	0.0000	0.0000
SZ000739	20050617	0.0000	0.0000	0.0000	0.5000
SZ000739	20040708	0.0000	0.0000	0.0000	0.5000
SZ000739	20031118	0.0000	0.0000	0.0000	0.5000
SZ000739	19990921	0.0000	1.3890	7.8000	0.0000
SZ000739	19990528	8.0000	0.0000	0.0000	0.0000
SZ000739	19980702	2.0000	0.0000	0.0000	3.0000
SZ000748	20120612	0.0000	0.0000	0.0000	0.5000
SZ000748	20110614	0.0000	0.0000	0.0000	0.5000
SZ000748	20100623	0.0000	0.0000	0.0000	2.0000
SZ000748	20090514	0.0000	0.0000	0.0000	0.5000
SZ000748	20080514	5.0000	0.0000	0.0000	1.0000
SZ000748	20060605	1.8000	0.0000	0.0000	0.0000
SZ000748	20030725	0.0000	0.0000	0.0000	1.0000
SZ000748	20020528	0.0000	0.0000	0.0000	0.8200
SZ000748	20010523	0.0000	0.0000	0.0000	1.0000
SZ000748	19991011	0.0000	1.7650	11.0000	0.0000
SZ000748	19990927	0.0000	0.0000	0.0000	2.0000
SZ000748	19990512	0.0000	0.0000	0.0000	1.0000
SZ000748	19981008	7.0000	0.0000	0.0000	0.0000
SZ000748	19980625	0.0000	0.0000	0.0000	1.0000
SZ000750	20120606	15.0000	0.0000	0.0000	1.5000
SZ000750	20110809	2.0000	0.0000	0.0000	0.0000
SZ000750	20000905	10.0000	0.0000	0.0000	0.0000
SZ000750	19991214	0.0000	3.0000	12.0000	0.0000
SZ000750	19990513	0.0000	0.0000	0.0000	5.0000
SZ000751	20060410	6.6000	0.0000	0.0000	0.0000
SZ000751	20020712	0.0000	0.0000	0.0000	0.5000
SZ000751	20000927	3.0000	0.0000	0.0000	1.0000
SZ000751	20000518	0.0000	2.0000	6.5000	0.0000
SZ000751	19980519	5.0000	0.0000	0.0000	0.0000
SZ000752	20120814	0.0000	0.0000	0.0000	0.2000
SZ000752	20110718	0.0000	0.0000	0.0000	0.1000
SZ000752	20100719	0.0000	0.0000	0.0000	0.1000
SZ000752	20090824	0.0000	0.0000	0.0000	0.2000
SZ000752	20061107	5.0000	0.0000	0.0000	0.0000
SZ000752	20060904	2.0000	0.0000	0.0000	0.0000
SZ000752	20030829	0.0000	0.0000	0.0000	0.3000
SZ000752	20010803	0.0000	0.0000	0.0000	0.4000
SZ000752	20000606	4.6850	0.0000	0.0000	0.0000
SZ000752	20000320	0.0000	1.7650	10.0000	0.0000
SZ000752	19990521	7.0000	0.0000	0.0000	0.0000
SZ000753	20110610	0.0000	0.0000	0.0000	0.5000
SZ000753	20060714	3.5000	0.0000	0.0000	0.0000
SZ000753	20050624	0.0000	0.0000	0.0000	1.0000
SZ000753	20020709	6.0000	0.0000	0.0000	2.0000
SZ000753	20011116	0.0000	0.0000	0.0000	0.5000
SZ000753	20010305	0.0000	3.0000	12.0000	0.0000
SZ000753	19990602	7.0000	0.0000	0.0000	0.0000
SZ000753	19980729	2.0000	0.0000	0.0000	0.0000
SZ000755	20080421	2.0000	0.0000	0.0000	1.5000
SZ000755	20070424	0.0000	0.0000	0.0000	1.5000
SZ000755	20060412	3.1000	0.0000	0.0000	0.0000
SZ000755	20030609	0.0000	3.0000	5.2100	0.0000
SZ000755	20030408	0.0000	0.0000	0.0000	1.2500
SZ000755	20020531	0.0000	0.0000	0.0000	1.2500
SZ000755	20010518	0.0000	0.0000	0.0000	1.5000
SZ000755	20000228	0.0000	3.0000	7.5000	0.0000
SZ000755	19980424	4.0000	0.0000	0.0000	0.0000
SZ000756	20120814	0.0000	0.0000	0.0000	0.3000
SZ000756	20110819	0.0000	0.0000	0.0000	0.5000
SZ000756	20100824	0.0000	0.0000	0.0000	0.5000
SZ000756	20090720	0.0000	0.0000	0.0000	0.3000
SZ000756	20080801	0.0000	0.0000	0.0000	0.3000
SZ000756	20070813	0.0000	0.0000	0.0000	0.2000
SZ000756	20060620	0.0000	0.0000	0.0000	0.5000
SZ000756	20060606	3.5000	0.0000	0.0000	0.0000
SZ000756	20040803	0.0000	0.0000	0.0000	0.4000
SZ000756	20030716	0.0000	0.0000	0.0000	0.6000
SZ000756	20020710	0.0000	0.0000	0.0000	0.8000
SZ000756	20010703	0.0000	0.0000	0.0000	0.8000
SZ000756	20000807	0.0000	0.0000	0.0000	0.4000
SZ000756	19990809	0.0000	0.0000	0.0000	0.2000
SZ000756	19980817	0.0000	0.0000	0.0000	0.7000
SZ000758	20120518	0.0000	0.0000	0.0000	1.0000
SZ000758	20110712	2.0000	0.0000	0.0000	0.3000
SZ000758	20100528	0.0000	0.0000	0.0000	0.2000
SZ000758	20090619	1.0000	0.0000	0.0000	0.3000
SZ000758	20080630	0.0000	0.0000	0.0000	1.0000
SZ000758	20070720	0.0000	0.0000	0.0000	1.0000
SZ000758	20060607	2.5000	0.0000	0.0000	0.0000
SZ000758	20060519	0.0000	0.0000	0.0000	3.9000
SZ000758	20050712	0.0000	0.0000	0.0000	1.2000
SZ000758	20040715	5.0000	0.0000	0.0000	0.6000
SZ000758	20030620	0.0000	0.0000	0.0000	1.0000
SZ000758	20010628	0.0000	0.0000	0.0000	0.5000
SZ000758	20010116	0.0000	1.8750	10.0000	0.0000
SZ000758	20000630	0.0000	0.0000	0.0000	0.5000
SZ000758	19990609	6.0000	0.0000	0.0000	1.0000
SZ000758	19980618	0.0000	0.0000	0.0000	1.0000
SZ000758	19971017	6.0000	0.0000	0.0000	0.0000
SZ000759	20110708	0.0000	0.0000	0.0000	1.2000
SZ000759	20100517	0.0000	0.0000	0.0000	1.0000
SZ000759	20100203	0.0000	2.2000	5.0700	0.0000
SZ000759	20090522	0.0000	0.0000	0.0000	1.0000
SZ000759	20080512	4.0000	0.0000	0.0000	1.2500
SZ000759	20080121	0.0000	2.0000	6.9000	0.0000
SZ000759	20070704	0.0000	0.0000	0.0000	1.0000
SZ000759	20060615	6.0000	0.0000	0.0000	1.0000
SZ000759	20060328	1.2500	0.0000	0.0000	0.0000
SZ000759	20050715	0.0000	0.0000	0.0000	1.0000
SZ000759	20040714	0.0000	0.0000	0.0000	0.8000
SZ000759	20030624	0.0000	0.0000	0.0000	0.5000
SZ000759	20020524	0.0000	0.0000	0.0000	0.8000
SZ000759	20011221	0.0000	3.0000	8.0000	0.0000
SZ000759	20010423	0.0000	0.0000	0.0000	2.0000
SZ000759	20000713	0.0000	0.0000	0.0000	1.0000
SZ000759	19990907	0.0000	3.0000	6.8000	0.0000
SZ000759	19990621	0.0000	0.0000	0.0000	1.0000
SZ000759	19980430	6.5000	0.0000	0.0000	1.0000
SZ000760	20080825	3.0000	0.0000	0.0000	0.2800
SZ000760	20070803	3.0000	0.0000	0.0000	0.3000
SZ000760	20060925	4.6000	0.0000	0.0000	0.0000
SZ000760	20010523	0.0000	0.0000	0.0000	1.0000
SZ000760	19990604	0.0000	0.0000	0.0000	3.1000
SZ000760	19990319	0.0000	3.0000	12.0000	0.0000
SZ000760	19970919	8.0000	0.0000	0.0000	0.0000
SZ000761	20120627	0.0000	0.0000	0.0000	1.0000
SZ000761	20110705	0.0000	0.0000	0.0000	1.0000
SZ000761	20100721	0.0000	0.0000	0.0000	0.3000
SZ000761	20090625	0.0000	0.0000	0.0000	0.5000
SZ000761	20080731	0.0000	0.0000	0.0000	3.2000
SZ000761	20070605	0.0000	0.0000	0.0000	3.0000
SZ000761	20060519	0.0000	0.0000	0.0000	2.0000
SZ000761	20060315	3.4000	0.0000	0.0000	0.0000
SZ000761	20050628	0.0000	0.0000	0.0000	2.0000
SZ000761	20040706	0.0000	0.0000	0.0000	2.0000
SZ000761	20020724	0.0000	0.0000	0.0000	1.7600
SZ000761	20001114	0.0000	0.0000	0.0000	1.8000
SZ000761	19980723	0.0000	0.0000	0.0000	0.4900
SZ000762	20120416	5.0000	0.0000	0.0000	1.0000
SZ000762	20080417	1.0000	0.0000	0.0000	1.0000
SZ000762	20060210	6.5100	0.0000	0.0000	0.0000
SZ000762	20020723	0.0000	0.0000	0.0000	0.1500
SZ000762	20010522	0.0000	0.0000	0.0000	0.2000
SZ000762	20000105	0.0000	1.5790	7.0900	0.0000
SZ000762	19990401	9.0000	0.0000	0.0000	1.2400
SZ000766	20010525	5.0000	0.0000	0.0000	7.0000
SZ000766	19991109	0.0000	3.0000	6.8000	0.0000
SZ000766	19970924	10.0000	0.0000	0.0000	0.0000
SZ000767	20080619	0.0000	0.0000	0.0000	2.2800
SZ000767	20070612	0.0000	0.0000	0.0000	1.6000
SZ000767	20060425	3.0000	0.0000	0.0000	1.6000
SZ000767	20051230	3.2000	0.0000	0.0000	0.0000
SZ000767	20050819	0.0000	0.0000	0.0000	1.7500
SZ000767	20040708	5.0000	0.0000	0.0000	2.6000
SZ000767	20030626	3.0000	0.0000	0.0000	3.6000
SZ000767	20020614	0.0000	0.0000	0.0000	2.0000
SZ000767	20010626	0.0000	0.0000	0.0000	1.6000
SZ000767	20000619	0.0000	0.0000	0.0000	1.6000
SZ000767	19991223	0.0000	2.5000	8.3000	0.0000
SZ000767	19990826	0.0000	0.0000	0.0000	4.2000
SZ000767	19980826	2.0000	0.0000	0.0000	0.5000
SZ000767	19971015	10.0000	0.0000	0.0000	0.5000
SZ000768	20100514	0.0000	0.0000	0.0000	0.7000
SZ000768	20090518	12.0000	0.0000	0.0000	0.0000
SZ000768	20080626	0.0000	0.0000	0.0000	1.0000
SZ000768	20070622	0.0000	0.0000	0.0000	1.2500
